FIPS,Total_Pop,Log_Income,Pct_Poverty,Pct_White,Pct_Black,Pct_Degree
36057,49461,11.049682927942396,14.482117223671176,78.41733891348738,2.5676795859363946,7.8607387638745685
36059,1388138,11.873455966684512,5.2386001968104035,55.357104264849745,10.88508491230699,18.5500288876178
36061,1627788,11.557458963331037,15.3617055783677,46.323292713793194,12.543709623120455,25.544604088493095
36063,211341,11.124464955677889,12.782186135203297,82.84573272578439,6.288888573442919,11.60730762133235
36065,229645,11.13924967935147,13.945872977857126,79.53014435324087,5.218053952840253,11.021359054192342
36067,471611,11.221784082666318,13.333870499203792,74.5924077258588,10.18190839484236,14.539313120347067
36069,112405,11.28746673569858,8.86170544014946,87.40892309060985,2.0479516035763536,14.371246830657
36071,403840,11.477277561723703,12.687698098256735,59.22791204437401,10.518522187004754,11.632577258320127
36073,39686,11.064119567840605,12.46787280149171,85.61457440911153,4.5557627374892915,7.954946328680139
36075,117945,11.134034125797095,15.768366611556234,91.60964856500911,0.9835092627919793,9.10848276739158
36077,59738,11.113745563504079,12.958251029495463,88.74083497941008,2.2414543506645686,12.18822190230674
36079,97988,11.755134116772611,6.460995223904968,72.40478425929706,2.9534228681062986,17.57562150467404
36081,2330124,11.349959376688336,12.11072887108154,23.625309211011945,16.50886390595522,15.68719089627848
36083,160341,11.369793851625403,11.336464160757385,79.82799159291758,6.266644214517809,15.201975789099482
36085,492734,11.495687745483892,10.792232725973852,56.58144150799417,9.018862104096733,15.02149232648853
36087,338936,11.613964657144495,15.332983218070668,60.642422168196944,10.511128944697525,14.281457266268557
36089,107796,11.033291613631048,15.700025974989796,91.4894801291328,1.838658206241419,8.36394671416379
36091,237075,11.509459465327053,6.632078456184752,87.81229568701887,1.6041337129600337,17.754718970789835
36093,159603,11.251430822272095,12.145135116507836,68.71048789809716,10.069359598503787,13.333709266116553
36095,29979,11.173093591082559,10.360585743353681,89.1090429967644,1.2742252910370593,9.683445078221421
36097,17749,11.091727237873064,15.003662178150881,92.78832610287904,0.9521663192292523,8.845568764437434
36099,33125,11.097531225784179,12.579622641509433,88.06641509433962,3.6045283018867926,10.816603773584905
36101,93034,11.07814997376193,13.475718554506955,91.83201840187458,1.5467463507964831,9.355719414407636
36103,1525680,11.762360350238506,6.2623223742855645,63.15013633265168,6.84101515389859,15.05846573331236
36105,79147,11.153776033439335,14.589308501901524,67.14720709565745,7.913123681251342,11.972658470946467
36107,48106,11.181528328215764,12.07749553070303,92.91148713258221,1.095497443146385,10.963289402569327
36109,102879,11.198392786467558,13.167896266487816,75.0094771527717,3.2640286161412924,15.040970460443823
36111,182109,11.312093645417177,13.774168217935411,73.51311577132377,5.681762021646376,14.87790279448023
36113,65560,11.267536304708699,9.01464307504576,91.90207443563149,1.060097620500305,14.130567419158025
36115,60883,11.18917397547838,10.354286089713057,89.58329911469541,2.3241298884746153,9.27845211306933
36117,91128,11.210671063335191,11.164515845843209,87.52084979369677,2.2276358528662983,11.358748134492142
36119,996888,11.681925347647692,8.694055901966921,50.041228302477315,12.859920071261765,18.204853504104772
36121,39980,11.140614629394223,9.924962481240621,88.66183091545773,3.7843921960980493,8.296648324162081
36123,24637,11.120208749684231,13.46754880870236,93.9887161586232,0.6616065267686813,9.85103705808337
42001,105183,11.30309292771569,8.02315963606286,87.51414201914758,1.6419003070838445,10.138520483348069
42003,1240476,11.24365943803924,10.907587087537364,76.1468178344442,12.387825318667996,18.868402129505125
42005,65069,11.071252699892554,11.154313113771535,95.53704529038404,0.9635924941216247,9.33931672532235
42007,166993,11.158490866724785,9.925565742276623,87.01622223686023,6.129598246633092,14.254489709149484
42009,47503,11.007137132721505,10.843525672062817,95.880260194093,0.7662673936382965,7.1911247710670905
42011,429989,11.260417467526102,11.336801639111698,67.76405908058113,3.9503336131854536,11.865419813064985
42013,121854,11.011967660402588,12.62822722274197,92.56897598765737,1.684803125051291,11.726328228864052
42015,59971,11.042649798725783,13.28642177052242,94.55736939520769,0.9154424638575311,8.930983308599156
42017,645993,11.625825486985677,5.989383785892417,80.83369324435404,3.563041704786275,18.797417309475488
42019,195870,11.371085364720054,7.747485577168531,93.00709654362588,1.0241486700362485,17.466176545668045
42021,132355,10.938325472472279,13.497034490574592,90.84129802425296,2.9209323410524726,11.074005515469759
42023,4475,10.772309247168234,15.910614525139666,93.02793296089385,0.0446927374301676,6.636871508379888
42025,65191,11.125467255154522,11.806844503075578,88.76378641223481,1.830007209584145,9.225199797518062
42027,158041,11.194770439234798,14.731620275751228,83.52199745635627,3.2099265380502526,13.80401288273296
42029,540896,11.720281039483824,5.787619061705023,76.26013133763237,4.924791457137786,22.601202449269362
42031,37297,11.013188138189658,13.395179236935947,94.55452181140575,1.699868622141191,9.877470037804649
42033,78902,11.005128583264247,12.951509467440623,92.44252363691669,1.9910775392258753,9.989607361030139
42035,37707,10.982628159139644,13.562468507173733,93.87381653273927,1.389662396902432,9.01158936006577
42037,65055,11.034776754427373,14.744447006379218,91.03527784182614,1.7646606717392974,10.143724540773192
42039,83189,11.006340835461492,12.203536525261754,93.3741239827381,1.5723232638930627,9.254829364459244
42041,264422,11.357849357066469,7.364364538502848,81.91338088358759,4.081354804063202,16.665027872113516
42043,287484,11.213980200239737,12.083455079239194,61.726913497794655,16.690320156947866,15.166061415591825
42045,576195,11.391627509213443,9.789567767856369,63.31866815921693,21.736738430566042,16.02686590477182
42047,30703,11.068262043457906,8.97632153209784,94.74318470507768,0.8370517539002703,9.898055564602808
42049,269544,11.026418400105413,14.670332116463362,82.3424004986199,6.621553438399667,12.835381236458613
42051,126967,10.93478413391937,16.86343695605945,89.6256507596462,4.003402458906645,9.098427150361905
42053,6785,10.821017516245234,9.521002210759027,78.30508474576271,13.72144436256448,7.678703021370671
42055,156626,11.224536476045198,7.658370896275203,84.99802076283632,3.1125100558017187,10.10304802523208
42057,14545,11.079045450122525,11.646613956686148,93.66792712272259,1.3612925403918872,7.755242351323479
42059,35265,11.110520669325322,11.390897490429605,91.64894371189564,2.6144902878207854,9.184744080533108
42061,43844,11.088736147863784,9.791533619195329,89.52650305629048,4.785147340571116,8.68305811513548
42063,83213,10.980876204752612,11.999327028228763,91.92554048045378,2.332568228521986,10.113804333457512
42065,44099,10.949033045267543,14.9527200163269,96.05206467266831,0.4285811469647838,8.399283430463274
42067,23419,11.065450156705,9.863785814936591,92.46765446859388,1.050429138733507,7.19501259660959
42069,215834,11.077392825239668,13.540035397574062,81.06415115320107,2.911496798465487,12.953936821816766
42071,555151,11.335042045060883,8.475171619973665,79.7898229490715,3.4066407157692233,13.39311286478814
42073,85423,11.015016066470784,11.270969176919564,89.66320545988785,3.637193730025871,11.501586223850719
42075,143592,11.243096408137955,10.302105966906234,79.3282355562984,1.8065073263134435,10.471335450442922
42077,375408,11.257955792989566,11.561554362187273,60.42332608788305,6.000138515961301,14.237043430081405
42079,325978,11.040069772455867,14.897324359312591,75.91585935247164,4.073587788132942,10.929571934302315
42081,113570,11.073070755074816,11.848199348419477,88.58765519063134,4.19476974553139,11.10768688914326
42083,40149,11.030136449898094,12.794839223891005,92.47303793369697,2.1619467483623502,9.018904580437868
42085,109852,11.012297666180684,11.956996686450863,88.57826894366967,5.475548920365583,11.625641772566727
42087,46074,11.025425666507735,15.74640795242436,93.70360724052611,0.7140686721361289,5.916568997699353
42089,167784,11.319037271804808,11.06541744147237,61.169718209126025,13.02209984265484,12.42430744290278
42091,861225,11.621977159836408,6.347005718598508,72.3691253737409,9.09866759557607,20.630845597840285
42093,18079,11.197214219796944,8.346700591846894,89.57353835942253,2.378450135516345,12.48409757176835
42095,315927,11.370070744884822,8.412386405720309,73.0501033466592,5.319899850281868,14.461252124699694
42097,90925,10.967318592363615,11.736046191916415,89.47264228759967,2.445971954907891,9.858674731921914
42099,45988,11.274985484413262,7.939027572410194,93.8788379577281,0.7588936244237627,9.345916325998086
42101,1582432,11.013682502447304,21.388975955996845,33.582043335827386,38.85203282036764,13.316780752664254
42103,59691,11.281232975393394,9.183964081687357,77.63649461392839,5.446382201671944,12.717160040877184
42105,16276,10.999446323738674,11.556893585647579,94.85745883509462,0.42393708527893836,7.784467928237897
42107,143259,11.110984141035681,11.905011203484598,87.64475530333172,2.614146406159473,9.114959618592898
42109,39711,11.133654280944539,7.914683588930019,94.25851779104026,0.7730855430485256,8.594595955780514
42111,73255,10.991695907488845,10.513958091597843,93.78062930857962,1.8933861169886015,8.299774759402089
42113,5849,11.078427966041712,10.600102581637886,93.77671396819969,2.1713113352709863,10.377842366216447
42115,38349,11.111417516966188,10.811233669717593,94.52919241701217,0.20078750423739863,9.452658478708702
42117,41078,11.049825947401231,11.60231754223672,95.27484298164468,0.8276936559715663,9.02672963630167
42119,42570,11.196775328538923,7.728447263330985,86.13342729621799,5.766972046041814,9.908386187455955
42121,50096,11.028855365179414,12.555892686042796,94.00950175662727,1.0619610348131587,9.401948259342063
42123,38174,10.985529982875073,11.188243306962855,94.85513700424373,0.7649185309372871,9.32833865982082
42125,209778,11.25787836464301,9.115827207810161,90.1390994289201,3.0927933339053664,14.829486409442364
42127,51189,11.037836929473661,11.418468811658755,88.29826720584501,2.8775713532204183,9.748188087284378
42129,353345,11.19091416319482,9.819864438438355,91.99450961524856,2.427655690613989,14.982807171461321
42131,26075,11.160086013261019,11.010546500479386,93.66442953020135,0.7325023969319272,10.021093000958773
42133,459312,11.31738492108199,8.395164942348556,80.03383321141186,5.430078029748842,11.989889225624411
44001,50568,11.616627606285155,6.306359753203607,88.69245372567632,0.9887676000632811,19.43323841164373
44003,170658,11.42167602917358,7.324590701871579,84.7021528436991,1.7725509498529222,15.890260052268278
44005,85095,11.521488695630715,8.257829484693579,83.26693695281745,3.439685057876491,23.096539162112933
44007,658977,11.267088863108341,12.484957745110982,57.61399866763179,7.1695977249585345,13.68757938440947
44009,130073,11.537413178521446,7.6118794830595125,89.6250566989306,1.1716497659006866,19.959561169497128
50001,37497,11.390520514703145,6.731205163079713,90.21521721737739,0.8694028855641784,17.614742512734352
50003,37312,11.177382796166947,11.063464837049743,91.56035591766724,1.0184391080617496,15.496355060034306
50005,30425,11.098560873675032,12.249794576828265,92.58504519309778,0.7395234182415776,13.814297452752673
50007,168831,11.45435311081116,9.835871374332914,86.1536092305323,2.4817717125409433,21.29052129052129
50009,5972,10.985055406594979,14.233087742799732,93.51975887474883,0.05023442732752846,9.628265237776288
50011,50379,11.278202631782243,9.988288771114949,92.22493499275491,0.2739236586673019,13.239643502252923
50013,7393,11.414496426578856,7.561206546733397,90.61274178276749,0.47342080346273496,19.829568510753415
50015,26036,11.15479231550927,7.854509141189123,91.77677062528807,0.9525272699339375,19.95698263942234
50017,29594,11.255824325927588,9.21470568358451,93.37365682232885,0.35142258565925527,15.04358991687504
50019,27492,11.103858879320397,10.515786410592172,93.3035064746108,0.8329695911537902,12.920122217372326
50021,60484,11.078736755742941,11.68573507043185,93.26764102903246,0.619998677336155,15.01388797037233
50023,59958,11.287955246314612,9.099703125521199,91.88765469161747,0.8639380899963307,20.30921645151606
50025,45913,11.127586461245654,11.560995796397535,90.64317295755015,0.8102280399886742,16.71204234094919
50027,57968,11.22854460418483,8.592671818934585,92.73909743306652,0.5347778084460392,18.699972398564725
